row_id,galaxy_id,radius_kpc,vobs_km_s,vgas_km_s,vdisk_km_s_ml1,vbul_km_s_ml1,gobs_m_per_s2,log10_gobs,vbar_ml1_km_s_preparatory,gbar_status,mass_to_light_assumption_required,claim_boundary
2768,UGC06930,8.72,103.00,29.85,66.99,0.00,3.9428242524902831e-11,-10.404192580744361,73.339502316282449,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2769,UGC06930,10.47,107.00,34.48,67.16,0.00,3.5438091771584084e-11,-10.450529671530562,75.493946777208564,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2770,UGC06930,12.19,109.00,40.30,63.93,0.00,3.1586299210737083e-11,-10.500501254959273,75.572051050636432,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2771,UGC06930,13.94,108.00,42.57,59.68,0.00,2.7116534886713827e-11,-10.56676580801023,73.30693896214737,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2772,UGC06930,15.68,108.00,40.84,54.03,0.00,2.4107429612295326e-11,-10.617849092596659,67.728476285828265,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2773,UGC06930,16.61,108.00,39.98,51.70,0.00,2.2757645774882042e-11,-10.642872666699633,65.355109976190846,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2774,UGC06973,1.74,170.00,2.96,330.95,134.59,5.3826736474104686e-10,-9.2690019507481907,357.28298616083021,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2775,UGC06973,2.61,174.00,15.30,283.41,109.85,3.7593039757554633e-10,-9.4248925559952195,304.33918676371599,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2776,UGC06973,3.50,170.00,20.26,251.38,94.86,2.6759577561412043e-10,-9.5725207468158668,269.44534065372147,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2777,UGC06973,4.37,170.00,23.49,223.34,84.89,2.1432155941634357e-10,-9.6689341394360131,240.08091927514775,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2778,UGC06973,5.32,171.00,28.67,203.29,76.94,1.7812711880195991e-10,-9.7492699567328795,219.24542549389713,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2779,UGC06973,6.28,174.00,33.19,186.33,70.82,1.5623858880130191e-10,-9.8062116923941343,202.07898802201083,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2780,UGC06973,6.81,177.00,32.98,178.04,68.00,1.4909012387518725e-10,-9.82655112441131,193.41644707728452,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2781,UGC06973,7.33,178.00,32.11,170.62,65.55,1.4008301638029366e-10,-9.8536145152454786,185.57758215905284,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2782,UGC06973,7.85,180.00,30.71,164.40,63.34,1.3375955283821327e-10,-9.8736751917607783,178.83629301682586,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2783,UGC06983,1.74,56.90,0.00,57.53,0.00,6.0301031237344647e-11,-10.219675260714595,57.530000000000001,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2784,UGC06983,2.61,87.40,0.00,63.17,0.00,9.4848793889026977e-11,-10.022968187291614,63.170000000000002,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2785,UGC06983,3.50,92.10,0.00,61.10,0.00,7.8541767578787929e-11,-10.104899329178716,61.100000000000001,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2786,UGC06983,4.37,93.50,8.69,59.01,0.00,6.4832271723443927e-11,-10.188208760447525,59.646426548453007,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2787,UGC06983,5.24,98.20,16.60,57.64,0.00,5.9640481822789085e-11,-10.224458856631966,59.982744185307162,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2788,UGC06983,6.11,99.70,18.86,56.44,0.00,5.2722811468433777e-11,-10.278001438841381,59.507757477491957,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2789,UGC06983,6.98,102.00,23.82,56.03,0.00,4.8305254623752388e-11,-10.316005624321464,60.883111779868813,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2790,UGC06983,7.85,107.00,29.74,55.57,0.00,4.7265837050762468e-11,-10.325452646596972,63.027712159017796,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2791,UGC06983,8.72,108.00,30.17,54.32,0.00,4.3349139486329207e-11,-10.363019519180806,62.13607084455856,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2792,UGC06983,9.60,110.00,31.90,52.55,0.00,4.084732229403835e-11,-10.388836407945258,61.474486577766548,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2793,UGC06983,10.47,113.00,35.89,51.23,0.00,3.9523888010425117e-11,-10.403140339934142,62.550819339158139,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2794,UGC06983,11.35,110.00,38.26,49.57,0.00,3.4549277006411292e-11,-10.46156103643483,62.617988629466531,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2795,UGC06983,12.19,108.00,39.33,47.76,0.00,3.1009392643214988e-11,-10.50850673986662,61.869754323093929,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2796,UGC06983,13.12,109.00,40.63,45.68,0.00,2.9347331355097946e-11,-10.532431384380532,61.134763432927429,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2797,UGC06983,13.94,108.00,40.95,43.38,0.00,2.7116534886713827e-11,-10.56676580801023,59.655066004489512,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2798,UGC06983,14.86,108.00,40.63,41.42,0.00,2.543771846034931e-11,-10.594521843672796,58.020800580481477,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2799,UGC06983,15.68,109.00,40.09,39.99,0.00,2.455593031753093e-11,-10.60984360768931,56.625155187425321,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2800,UGC07089,0.87,20.90,4.05,19.26,0.00,1.6271319556576929e-11,-10.788577225618649,19.681211852932229,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2801,UGC07089,1.74,36.40,8.89,32.89,0.00,2.4677603030702325e-11,-10.607697026206626,34.070283239210092,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2802,UGC07089,2.61,43.40,12.07,42.35,0.00,2.3387748039945704e-11,-10.631011593535398,44.03643264389158,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2803,UGC07089,3.50,51.20,13.47,46.88,0.00,2.4272881315774392e-11,-10.614878667620752,48.776790587327497,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2804,UGC07089,4.37,59.70,14.33,50.13,0.00,2.6431187775093288e-11,-10.577883319933822,52.137949710359727,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2805,UGC07089,5.24,64.50,18.10,50.81,0.00,2.5729870303265112e-11,-10.58956240293533,53.937613035802762,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2806,UGC07089,6.11,67.90,21.23,49.78,0.00,2.4453880922826832e-11,-10.61165220690369,54.118031191091937,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2807,UGC07089,6.55,72.80,22.41,49.26,0.00,2.6222307953234839e-11,-10.581329086587846,54.117979452304013,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2808,UGC07089,6.98,70.30,23.49,48.73,0.00,2.2945878106833951e-11,-10.639295317805651,54.096145888593576,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2809,UGC07089,7.85,73.70,25.32,47.50,0.00,2.2424087208512182e-11,-10.649285226249289,53.827060109205291,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2810,UGC07089,8.72,77.60,26.40,46.22,0.00,2.2379810887619835e-11,-10.650143587638329,53.228266926511893,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2811,UGC07089,9.16,79.10,26.40,45.50,0.00,2.2136397670293009e-11,-10.654893051894636,52.604277392622741,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2812,UGC07125,1.44,26.10,9.09,27.58,0.00,1.533091152612775e-11,-10.814432022640826,29.039361218869811,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2813,UGC07125,2.88,43.00,16.12,37.24,0.00,2.0806253146467468e-11,-10.681806121822197,40.579206497909738,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2814,UGC07125,4.33,48.50,15.32,39.71,0.00,1.7605365089135123e-11,-10.754354964370977,42.562736049272019,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2815,UGC07125,5.76,52.50,18.34,39.12,0.00,1.5507635271755261e-11,-10.809454421833436,43.205670924081247,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2816,UGC07125,7.20,56.40,17.63,37.66,0.00,1.4317762900765205e-11,-10.844124833686722,41.582358037994908,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2817,UGC07125,8.64,58.50,22.27,36.69,0.00,1.2836524216783539e-11,-10.89155255553667,42.919797296818629,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2818,UGC07125,10.08,61.50,25.80,36.12,0.00,1.2160156217758877e-11,-10.915060845780811,44.387998377939951,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2819,UGC07125,11.47,64.60,29.52,34.86,0.00,1.1791011769431248e-11,-10.928448927133237,45.679864273003261,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2820,UGC07125,13.00,65.60,36.98,33.70,0.00,1.0727876894633309e-11,-10.969486218777655,50.032093699944241,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2821,UGC07125,14.42,65.40,38.39,31.99,0.00,9.6125738874062858e-12,-11.017160308957013,49.971513885412755,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2822,UGC07125,15.84,65.50,37.89,29.33,0.00,8.7776220622087673e-12,-11.056623122492047,47.915561146667166,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2823,UGC07125,17.26,65.10,39.00,27.53,0.00,7.9573899400104918e-12,-11.099229359464946,47.737835099635596,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2824,UGC07125,18.68,64.90,34.46,26.15,0.00,7.3073847831544776e-12,-11.136238023515475,43.258688144695284,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2825,UGC07151,0.50,24.20,-0.51,24.79,0.00,3.7958599661403959e-11,-10.420689817597294,24.784753377832914,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2826,UGC07151,1.00,42.00,-5.39,39.13,0.00,5.71673466657986e-11,-10.242851964426338,38.756996787676933,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2827,UGC07151,1.50,59.40,-5.79,45.87,0.00,7.6230906758026127e-11,-10.117868914315432,45.503107586185799,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2828,UGC07151,2.00,63.90,7.68,49.56,0.00,6.616391201226063e-11,-10.179378824569319,50.151530385422937,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2829,UGC07151,2.49,66.00,15.55,48.96,0.00,5.6694114798472505e-11,-10.246462021234137,51.37007007976532,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2830,UGC07151,3.00,67.20,19.33,48.14,0.00,4.8782802488148134e-11,-10.31173325383415,51.875895172999186,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2831,UGC07151,3.49,68.70,19.89,46.88,0.00,4.3826571932944627e-11,-10.358262498062217,50.924910407383145,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2832,UGC07151,4.00,71.30,25.08,45.84,0.00,4.1187793164888556e-11,-10.38523147684637,52.252387505261424,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2833,UGC07151,4.49,72.50,25.36,46.88,0.00,3.7938410111674708e-11,-10.420920873083475,53.299756097002927,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2834,UGC07151,5.01,74.00,26.06,48.01,0.00,3.5422170437120445e-11,-10.450724831627431,54.626767248300531,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2835,UGC07151,5.50,76.20,28.30,47.84,0.00,3.4213437268002432e-11,-10.465803292037181,55.583771012769546,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2836,UGC07232,0.21,16.40,3.43,15.55,0.00,4.150666655661697e-11,-10.381882143860661,15.923799797786959,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2837,UGC07232,0.41,26.20,6.87,25.10,0.00,5.4258549645029022e-11,-10.265531819302383,26.023199265270982,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2838,UGC07232,0.62,35.20,10.25,25.64,0.00,6.4765405980534615e-11,-10.18865690776413,27.612897348883909,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2839,UGC07232,0.82,44.00,12.77,24.30,0.00,7.6514008589808421e-11,-10.11625904463348,27.451100160102875,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2840,UGC07261,0.95,46.80,3.86,27.74,0.00,7.4716678220132894e-11,-10.126582444362738,28.007270484643801,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2841,UGC07261,1.90,63.00,4.52,51.06,0.00,6.7698173683182564e-11,-10.169423047267804,51.259672258023663,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2842,UGC07261,2.86,66.80,4.73,51.26,0.00,5.056340900884693e-11,-10.29616365340009,51.477767045589687,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2843,UGC07261,3.81,69.60,12.72,49.40,0.00,4.1204339639776409e-11,-10.385057041676633,51.011355598533157,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2844,UGC07261,4.76,73.40,18.24,44.13,0.00,3.6680447203022869e-11,-10.435565378110491,47.750963341067795,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2845,UGC07261,5.72,74.70,23.64,39.21,0.00,3.1615105079083231e-11,-10.500105370384365,45.785081631465943,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2846,UGC07261,6.67,76.10,29.52,35.32,0.00,2.8137981152658318e-11,-10.550707065597543,46.031867222610032,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2847,UGC07323,0.58,23.90,1.43,21.96,0.00,3.1916647205577855e-11,-10.4959827368888,22.006510400333809,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2848,UGC07323,1.17,34.70,3.24,34.79,0.00,3.3352050723308261e-11,-10.476877457386552,34.940545216123915,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2849,UGC07323,1.75,42.80,-0.61,43.08,0.00,3.3923366477575792e-11,-10.469501055882089,43.075681074128127,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2850,UGC07323,2.33,51.30,-3.66,48.67,0.00,3.660397617269459e-11,-10.436471736024524,48.532188287774538,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2851,UGC07323,2.91,57.70,9.71,52.39,0.00,3.7077299245890825e-11,-10.430891907896584,53.282231559873694,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2852,UGC07323,3.50,67.30,13.91,55.75,0.00,4.193836922253562e-11,-10.377388461124461,57.459121121019592,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2853,UGC07323,4.07,75.40,18.68,58.69,0.00,4.5268670233851414e-11,-10.34420226270781,61.591058604313659,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2854,UGC07323,4.65,79.50,24.75,61.08,0.00,4.4048463019592998e-11,-10.356069240799151,65.903936908199952,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2855,UGC07323,5.23,82.80,27.13,61.82,0.00,4.2482340886700289e-11,-10.371791560519652,67.511105012434797,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2856,UGC07323,5.82,85.60,28.72,60.87,0.00,4.0801299887118654e-11,-10.38932600051772,67.305239766306457,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2857,UGC07399,0.61,47.30,2.98,31.89,0.00,1.1886169010624561e-10,-9.9249580987572816,32.028932233216892,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2858,UGC07399,1.22,70.40,8.37,39.00,0.00,1.3165426789485727e-10,-9.880565057612662,39.888054602850715,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2859,UGC07399,1.84,83.70,14.43,37.15,0.00,1.233907340231929e-10,-9.9087174522451544,39.854076328526297,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2860,UGC07399,2.45,89.10,17.93,36.43,0.00,1.0501196339115842e-10,-9.9787612215129222,40.60332252414819,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2861,UGC07399,3.07,91.70,20.44,35.90,0.00,8.8766633743374042e-11,-10.051750249359282,41.311059052026252,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2862,UGC07399,3.68,95.10,21.54,34.58,0.00,7.9645761688934027e-11,-10.098837330020828,40.740004909179873,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2863,UGC07399,4.30,96.90,21.34,33.94,0.00,7.0766636334790007e-11,-10.150171446700194,40.091385608382254,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2864,UGC07399,4.91,100.00,23.04,32.94,0.00,6.6003651516178512e-11,-10.180432037345106,40.19807458075573,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2865,UGC07399,5.52,103.00,25.45,31.60,0.00,6.2285194713252306e-11,-10.205615173540993,40.57416049655248,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2866,UGC07399,6.13,106.00,25.55,31.05,0.00,5.9401951217286923e-11,-10.226199289211014,40.21075726717914,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2867,UGC07524,0.35,14.40,-0.61,15.45,0.00,1.9200228384548103e-11,-10.716693605381915,15.437953232213136,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2868,UGC07524,0.69,24.40,-1.22,17.95,0.00,2.7962758808168072e-11,-10.553419983281934,17.908492398859263,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2869,UGC07524,1.03,29.20,-2.04,20.19,0.00,2.6827359741280029e-11,-10.571422067030474,20.086674687463827,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2870,UGC07524,1.38,32.90,-1.72,21.43,0.00,2.5419216744112138e-11,-10.594837835723427,21.360863746581035,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2871,UGC07524,1.72,37.80,3.47,22.82,0.00,2.6921831860056311e-11,-10.569895392455237,23.082315741710143,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2872,UGC07524,2.07,42.00,3.53,25.15,0.00,2.761707568396068e-11,-10.558822309883254,25.396523384116968,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2873,UGC07524,2.41,45.10,4.13,26.82,0.00,2.7351773786401381e-11,-10.563014504041085,27.136125368224551,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2874,UGC07524,2.76,47.60,6.88,28.98,0.00,2.660444957554879e-11,-10.57504572184637,29.78547968389967,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2875,UGC07524,3.10,52.30,9.39,30.06,0.00,2.859506833104605e-11,-10.543708861321862,31.492470528683519,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2876,UGC07524,3.45,57.30,11.99,30.89,0.00,3.0841791980405178e-11,-10.510860396360632,33.135361775601602,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2877,UGC07524,3.79,61.40,14.78,31.14,0.00,3.2236433482938465e-11,-10.491653012907875,34.469522770122595,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2878,UGC07524,4.14,64.50,16.87,32.08,0.00,3.256630927273169e-11,-10.487231457072502,36.245321077347349,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2879,UGC07524,4.48,66.40,18.27,32.77,0.00,3.189389789283176e-11,-10.496292400484247,37.518872584340805,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2880,UGC07524,4.82,66.90,19.32,33.02,0.00,3.009224936852717e-11,-10.521545347925342,38.256800702620183,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2881,UGC07524,5.17,69.40,19.78,33.86,0.00,3.019102463928097e-11,-10.52012214740637,39.214130106378747,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2882,UGC07524,5.51,70.20,19.55,34.37,0.00,2.8984918275051559e-11,-10.537827919814314,39.541110252495436,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2883,UGC07524,5.86,70.90,19.78,34.15,0.00,2.7799968839542372e-11,-10.555955690874097,39.464805840140656,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2884,UGC07524,6.20,72.30,20.48,34.36,0.00,2.7323376083741345e-11,-10.56346564013133,40.000499996875035,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2885,UGC07524,6.55,73.90,21.53,34.78,0.00,2.7020727119551855e-11,-10.56830296842427,40.904636656496535,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2886,UGC07524,6.89,75.00,22.81,35.14,0.00,2.6457740933417347e-11,-10.577447240346364,41.894101016730268,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2887,UGC07524,7.25,75.50,24.09,35.58,0.00,2.548034778573137e-11,-10.593794648534756,42.968180087129589,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2888,UGC07524,7.58,77.10,25.37,36.10,0.00,2.5414935113411575e-11,-10.594910994752277,44.123088060560768,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2889,UGC07524,7.94,77.00,26.77,36.68,0.00,2.4199723434654457e-11,-10.61618959730427,45.409859061661926,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2890,UGC07524,8.27,77.00,28.28,37.11,0.00,2.3234075462050353e-11,-10.633874604429721,46.657373479440523,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2891,UGC07524,8.63,78.20,29.91,37.49,0.00,2.2964244660465538e-11,-10.638947834817651,47.959443282840553,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2892,UGC07524,8.97,79.60,31.07,37.76,0.00,2.2891968899226089e-11,-10.640316852790892,48.899514312516438,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2893,UGC07524,9.30,80.30,32.12,37.98,0.00,2.2469716697283131e-11,-10.648402403218711,49.741077591865654,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2894,UGC07524,9.66,81.20,33.05,38.12,0.00,2.2119962524010411e-11,-10.655215613155281,50.452323038686728,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2895,UGC07524,9.99,82.30,33.75,38.33,0.00,2.1972710664064686e-11,-10.658116363023581,51.071042675864767,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2896,UGC07524,10.35,83.80,34.21,38.96,0.00,2.1988577887309841e-11,-10.657802857754522,51.847909311755288,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2897,UGC07524,10.69,79.00,34.56,38.32,0.00,1.8920209116391284e-11,-10.723074067850034,51.602480560531191,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2898,UGC07559,0.36,9.31,2.82,9.53,0.00,7.8027252713835764e-12,-11.10775368402674,9.9384757382608715,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2899,UGC07559,0.72,15.90,5.91,14.90,0.00,1.1379186280061526e-11,-10.943888793012503,16.02928881766125,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2900,UGC07559,1.08,21.40,7.85,16.55,0.00,1.3742104475869824e-11,-10.861946754010706,18.317341510164624,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2901,UGC07559,1.45,26.10,9.57,17.31,0.00,1.5225181101809628e-11,-10.817437532780552,19.779307369066288,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2902,UGC07559,1.80,29.70,11.59,16.91,0.00,1.588143890792211e-11,-10.79911015169102,20.500639014430746,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2903,UGC07559,2.17,31.10,14.33,15.67,0.00,1.4444765606191173e-11,-10.840289501016994,21.234354240240037,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2904,UGC07559,2.53,32.10,16.45,15.47,0.00,1.3198938291052841e-11,-10.879461001588211,22.581483565080486,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2905,UGC07577,0.19,3.74,-1.81,3.43,0.00,2.385827599422737e-12,-11.622360941774007,2.9135545301229562,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2906,UGC07577,0.38,5.40,-1.88,6.16,0.00,2.4868716863209918e-12,-11.604346622193011,5.8661060338183457,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2907,UGC07577,0.57,7.31,1.42,8.66,0.00,3.0381509857662812e-12,-11.517390646978908,8.7756481242128199,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2908,UGC07577,0.75,8.85,4.71,10.45,0.00,3.3843458119667502e-12,-11.470525267218187,11.462399399776645,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2909,UGC07577,0.94,10.70,5.82,11.68,0.00,3.9472002217923965e-12,-11.403710843451417,13.049704977508112,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2910,UGC07577,1.13,12.40,6.52,12.49,0.00,4.4097541906634124e-12,-11.355585618381088,14.089375429734279,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2911,UGC07577,1.32,14.10,7.99,13.06,0.00,4.8810555343517733e-12,-11.311486251117229,15.310248201776483,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2912,UGC07577,1.51,15.90,8.69,12.91,0.00,5.4258371666518536e-12,-11.265533243874405,15.562268472173329,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2913,UGC07577,1.69,17.80,9.12,11.87,0.00,6.0757900003997208e-12,-11.216397245218024,14.969011323397414,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
2914,UGC07603,0.34,19.60,4.29,19.73,0.00,3.6616993289204335e-11,-10.436317319551442,20.191012852256819,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
